char_id,name,jp_name,main_color,side_color,type1,type2,voice_trans,updated_at,link_name
4360,Pegasus Schezo,ペガサスシェゾ,Yellow,,Attack,Single,V5012,1641256532746,Pegasus Schezo
4315,Poopboy,うんちくん,Yellow,,Balance,Single,,1641256533122,Poopboy
5263,Schezo ver. Division 24,シェゾ ver.ぷよ番隊,Purple,,Attack,Single,V5012,1641256534866,Schezo ver. Division 24
5202,Schezo ver. Kuromi,シェゾ ver.クロミ,Purple,,Attack,Single,V5012,1641256535042,Schezo ver. Kuromi
5214,Schezo ver. PuyoChron,シェゾ ver.ぷよクロ,Purple,,Attack,Single,V5012,1641256535221,Schezo ver. PuyoChron
2402,Amanone,アマノネ,Blue,Green,HP,Single,V2402,1692504164793,Amanone
2159,Bauer,バウアー,Blue,,Balance,Single,,1702714427700,Bauer
2332,Angelic Healer Ciel,癒しの天使シエル,Blue,,Recover,Single,V2026,1701352769190,Angelic Healer Ciel
4289,Moonlight Witch,つきよのウィッチ,Yellow,Purple,Attack,Single,V4012,1681611891953,Moonlight Witch
2501,Blue Material Puyo,あおい素材ぷよ,Blue,,Balance,Single,,1708521527580,Material Puyo/Blue
1212,Angelic Feli,しろいフェーリ,Red,Purple,Balance,Single,V1212,1684575546533,Angelic Feli
1035,Sweet Amitie,スイートアミティ,Red,,Attack,Single,V1010,1707549728286,Sweet Amitie
2162,Ashley,アシュリー,Blue,,Recover,Single,,1706333860897,Ashley
2003,Cyan Chulap,シアンチューラップ,Blue,,Balance,Single,,1706827140815,Chulap/Blue
4308,Paprisu Sarada,皿田パプリス,Yellow,,Balance,Single,,1686271226632,Paprisu Sarada/Yellow
4283,P4 Paprisu,P4パプリス,Yellow,,Balance,Single,,1686271226760,P4 Paprisu
5259,Ichigo Kurosaki,黒崎一護,Purple,Red,Attack,Single,,1708881693268,Ichigo Kurosaki
4047,My Melorisu,マイメロリス,Yellow,,Balance,Single,,1686271226927,My Melorisu
2330,Clarisu,くらリス,Blue,,Balance,Single,,1686271227790,Clarisu/Blue
4205,Musician Shio,演奏家のシオ,Yellow,,Balance,Single,,1686743493897,Musician Shio
1038,Takoyaki Shop Rulue,たこやき屋のルルー,Red,,Attack,Single,V1012,1686573670378,Takoyaki Shop Rulue
2080,Berri,ベリィ,Blue,,Balance,Single,,1697520682455,Berri
2009,Baldanders,バルトアンデルス,Blue,,HP,Mass,V2009,1706438871145,Baldanders
1079,Swordfighter Amitie,剣士アミティ,Red,,Balance,Single,V1010,1697721707040,Swordfighter Amitie
1411,Summery Ringo,サマーなりんご,Red,,Recover,Single,V1018,1688301821235,Summery Ringo
2012,Arle,アルル,Blue,,Attack,Single,V2012,1699358715786,Arle
5110,Ryan,ライアン,Purple,,HP,Single,,1692653579197,Ryan
1312,Weathervane Zara,かざみどりのザラ,Red,Green,Attack,Single,V1083,1690412319365,Weathervane Zara
2070,Chiffon,シフォン,Blue,,Attack,Single,,1690913379797,Chiffon
4148,Picnicking Unica,ピクニックユニカ,Yellow,,Balance,Single,,1699068875861,Picnicking Unica
2096,Asagao,アサガオ,Blue,,Attack,Single,,1700714313491,Asagao
2099,Ayn,アイン,Blue,Yellow,Attack,Single,V2099,1704654085180,Ayn
2201,Blue Incubus,あおいインキュバス,Blue,,Attack,Single,V5029,1703471163917,Blue Incubus
2129,Barty,バルティ,Blue,,Balance,Single,V2129,1697779913855,Barty
2068,Azraq,アズラク,Blue,,Recover,Single,,1710445677407,Azraq
4202,Momorisu,モモリス,Yellow,,Balance,Single,,1708881088922,Momorisu
2043,Arle ver. Winter Break,アルル ver.冬休み,Blue,,Balance,Single,V2012,1704038864657,Arle ver. Winter Break
1006,Suketoudara,すけとうだら,Red,,Balance,Single,V1006,1706491678350,Suketoudara
4004,Odorigame-Yellow,おどりガメ・イエロー,Yellow,,HP,Single,,1706470074637,Odorigame/Yellow
2372,Arle ver. Sakura Kinomoto,アルル ver.木之本桜,Blue,,HP,Single,V2012,1705668368021,Arle ver. Sakura Kinomoto
2058,Claude,クロード,Blue,,HP,Single,V2058,1708806652972,Claude
2232,Arle ver. Sakura,アルル ver.さくら,Blue,,Balance,Single,V2012,1708881701956,Arle ver. Sakura
5027,Nina,ニナ,Purple,Yellow,Recover,Single,V5027,1710431271449,Nina
2020,Ashika,あしか,Blue,,Balance,Single,,1710906528504,Ashika
5426,Strange Klug ver. Woz,あやしいクルーク ver.ウォズ,Purple,,Attack,Single,,1641256536473,Strange Klug ver. Woz
5318,Subaru Hoshii,星井スバル,Purple,,Balance,Single,,1641256536814,Subaru Hoshii
5072,Sullivan,サリヴァン,Purple,,Attack,Single,V5072,1641256536991,Sullivan
2706,Blue 100-point Test,青い100点テスト,Blue,,Balance,Single,,1641256550266,Blue 100-point Test
4131,Naanli,ナンリー,Yellow,,Balance,Single,,1653771928065,Naanli
5353,Sailor Saturn,セーラーサターン,Purple,,Attack,Single,V5353,1679771502811,Sailor Saturn
4219,Ocean Prince ver. PuyoChron,さかな王子 ver.ぷよクロ,Yellow,,Balance,Single,V4006,1673647048021,Ocean Prince ver. PuyoChron
2312,Curtain Call Serilly,カーテンコールのセリリ,Blue,,HP,Single,V2024,1673648847979,Curtain Call Serilly
2708,Blue Book of Secrets,青の秘伝書,Blue,,Balance,Single,,1669256209735,Book of Secrets/Blue
5153,Oboro,オボロ,Purple,Yellow,HP,Single,,1669319810826,Oboro
5351,Steam City Popoi,蒸気都市のポポイ,Purple,,HP,Single,,1673650648032,Steam City Popoi
4401,Miracle Hunter Lidelle,ミラクルハンターリデル,Yellow,Purple,Recover,Single,V3010,1673569646574,Miracle Hunter Lidelle
4229,O,オー,Yellow,,Balance,Single,V4229,1679868111202,O
5368,Sig ver. Gegege no Kitaro,シグ ver.ゲゲゲの鬼太郎,Purple,,Attack,Single,V2010,1673649448239,Sig ver. Gegege no Kitaro
5300,Steam City Feli,蒸気都市のフェーリ,Purple,,Recover,Single,V5300,1678583708471,Steam City Feli
2705,Blue Grimoire,青の魔導書,Blue,,Balance,Single,,1641256550772,Blue Grimoire
2702,Blue Puyo Candy,あおぷよキャンデー,Blue,,HP,Single,,1641256551141,Blue Puyo Candy
2701,Blue Puyo Ice,あおぷよアイス,Blue,,Balance,Single,,1641256551331,Blue Puyo Ice
2220,Blue Rammit,あおラミット,Blue,,Attack,Single,,1641256551651,Blue Rammit
2046,Celebration Arle,お祝いアルル,Blue,,Attack,Single,V2012,1641256552325,Celebration Arle
2310,Dr. Mashirito,Dr.マシリト,Blue,,Balance,Single,V2310,1641256552928,Dr. Mashirito
2314,Dragondance Yingzhou,龍人の演舞エイシュウ,Blue,,Attack,Single,V2077,1641256553105,Dragondance Yingzhou
2142,Etupilyre,エトピラ,Blue,,HP,Single,,1641256554067,Etupilyre
184407L,Genius Paprisu,てんさいパプリス（青）,Blue,,NPC,--,,1641256554621,Genius Paprisu
2355,Heavenly-knight Reminisce Yuri,追憶の天騎士ユーリ,Blue,,Attack,Single,,1641256555275,Heavenly-knight Reminisce Yuri
2261,Kon,コン,Blue,,Attack,Single,,1641256556877,Kon
2257,Blue Sky Sig,あおぞらのシグ,Blue,Green,Balance,Single,V2010,1641256558332,Blue Sky Sig
4269,EVA Unit-00,エヴァ零号機,Yellow,Blue,HP,Single,,1641256559275,EVA Unit-00
5102,Sebastian,セバスティアン,Purple,,Balance,Single,,1680154341486,Sebastian
2098,Io,イオ,Blue,,HP,Single,,1683965902647,Io
4089,Emilia,エミリア,Yellow,Blue,Balance,Single,V4089,1681618493250,Emilia
5260,Yoruichi Shihouin,四楓院夜一,Purple,,Balance,Single,,1708881693418,Yoruichi Shihouin
4017,Onion Pixie,おにおん,Yellow,,HP,Single,V4017,1704260932065,Onion Pixie
4292,Necolo,ネエコロ,Yellow,,Attack,Single,V4292,1709181205181,Necolo
5023,Will-o-wisp,ウィル・オー・ウィスプ,Purple,,Balance,Single,,1686742290742,Will-o-wisp
4270,Prince Salde ver. Penpen,さかな王子 ver.ペンペン,Yellow,,Balance,Single,V4011,1708876279260,Prince Salde ver. Penpen
5421,Subarisu,スバリス,Purple,,Balance,Single,,1686270625435,Subarisu/Purple
2206,Blue Cuprisu,あおいカップリス,Blue,,Attack,Single,,1686228020398,Cuprisu/Blue
2044,Eversummer Serilly,常夏のセリリ,Blue,,Balance,Single,V2024,1686574271344,Eversummer Serilly
2095,James,ジェームズ,Blue,,HP,Single,,1688005398175,James
2014,Blue Kobbit,あおいコビット,Blue,,Recover,Single,,1686576075028,Kobbit/Blue
5021,Yoki of the Darkness Gate,闇ノ門のヨキ,Purple,,HP,Single,,1700940534153,Yoki of the Darkness Gate
5084,Yando,ヤンドゥ,Purple,,Recover,Single,,1701224347802,Yando
2121,Grey Nyandragon,ぐれにゃんどら,Blue,,Attack,Single,,1686574271562,Grey Nyandragon
4010,Raffina,ラフィーナ,Yellow,,Attack,Single,V4010,1710182173430,Raffina
5240,Spirited Peruvis,きはくのペルヴィス,Purple,,Balance,Single,V5031,1708744238511,Spirited Peruvis
2233,Kouburisu,光武リス,Blue,,Balance,Single,,1687270335055,Kouburisu/Blue
5148,Summer Festival Kerbey,夏祭りケルビィ,Purple,,Balance,Single,,1709439260540,Summer Festival Kerbey
5032,Yana,ヤナ,Purple,,HP,Single,V5032,1710431872950,Yana
5012,Schezo,シェゾ,Purple,,Attack,Single,V5012,1697860927543,Schezo
5149,Tougen,トウゲン,Purple,,Attack,Single,,1689946618918,Tougen
2090,Latos,ラトス,Blue,,Attack,Single,V2090,1710603499841,Latos
2103,Krust,クルスト,Blue,,HP,Single,,1706348862804,Krust
2093,Enishi,エニシ,Blue,Yellow,HP,Single,V2093,1704077285965,Enishi
2227,Disguised Claude,変装のクロード,Blue,Purple,Attack,Single,V2058,1708806052730,Disguised Claude
5129,Samuel,サミュ,Purple,,Balance,Single,V5129,1697781115086,Samuel
5003,Violet Chulap,バイオレットチューラップ,Purple,,Balance,Single,,1706828341295,Chulap/Purple
4091,Miriam ver. Holy Night,ミリアム ver.聖夜,Yellow,,Recover,Single,V4072,1703075683938,Miriam ver. Holy Night
5101,Xianghua,シャンファ,Purple,,Recover,Single,V5101,1705502147266,Xianghua
5011,Yu & Rei,ユウちゃん＆レイくん,Purple,,Recover,Single,V5011,1709861134152,Yu & Rei
2105,Collodé,コローデ,Blue,,Balance,Single,,1710443876397,Collodé
2032,Katya,カティア,Blue,,HP,Single,V2032,1710431872659,Katya
4383,Concoctive Witch,ひやくのウィッチ,Yellow,Blue,Attack,Single,V4383,1641256576545,Concoctive Witch
4258,Determined Lux,決意のルクス,Yellow,Blue,Recover,Single,V4026,1641256576945,Determined Lux
2265,Ecstatic Sig,むチューなシグ,Blue,Yellow,Balance,Single,V2010,1641256577208,Ecstatic Sig
184446L,Blue Mecha Caballoon,あおいメカカバルーン,Blue,,NPC,--,,1641256561843,Blue Mecha Caballoon
2204,Coffee Shop Arle,喫茶店のアルル,Blue,,Attack,Single,V2012,1641256563690,Coffee Shop Arle
2239,Culprit,犯人,Blue,,Balance,Single,,1641256564238,Culprit
3316,Fondant Istio,フォンダンなイスティオ,Green,Blue,Recover,Single,V2132,1676294450442,Fondant Istio
2128,Erin,エイリン,Blue,,Attack,Single,,1659392856513,Erin
2346,Korai Hoshiumi,星海光来,Blue,,Attack,Single,V2346,1659476257761,Korai Hoshiumi
2361,Gold Dabih,ゴールドダビー,Blue,Yellow,Attack,Single,V2112,1657685827460,Gold Dabih
4525,,,Yellow,,,,,1659471460231,
2236,Fishmonger Seiryu,魚売りのセイリュウ,Blue,,Attack,Single,V2092,1659478657856,Fishmonger Seiryu
2237,Kaito Kid,怪盗キッド,Blue,Purple,Attack,Single,V2237,1659536258586,Kaito Kid
4397,Eternal Sailor Moon,エターナルセーラームーン,Yellow,Blue,Balance,Single,V4286,1659632260453,Eternal Sailor Moon
2247,Incumatsu,インキュ松,Blue,,Attack,Single,V5029,1661341690387,Incumatsu
5141,Zuezue,ズーズー,Purple,,HP,Single,,1669255609920,Zuezue
2405,Cure Aqua,キュアアクア,Blue,,Balance,Single,V2405,1678505693062,Cure Aqua
5136,Horpus,ホーパス,Purple,Blue,HP,Single,V5136,1673650647841,Horpus
2244,Diligent Sig,勉強家のシグ,Blue,,Balance,Single,V2010,1641256565700,Diligent Sig
2307,Feli ver. Arale-chan,フェーリ ver.アラレちゃん,Blue,,Attack,Single,V5018,1641256567008,Feli ver. Arale-chan
2325,Gander,ガンダー,Blue,,Balance,Single,,1641256567999,Gander
2326,Gedo-kun,ゲドーくん,Blue,,Attack,Single,,1641256568475,Gedo-kun
2253,Hachune Miku,はちゅねミク,Blue,,Recover,Single,,1641256571078,Hachune Miku
2280,Haru Okumura,奥村春,Blue,,HP,Single,V2280,1641256571602,Haru Okumura
2424,Kamen Rider Vulcan,仮面ライダーバルカン,Blue,,Attack,Single,,1641256572853,Kamen Rider Vulcan
2245,Karamatsu,カラ松,Blue,,Attack,Single,,1641256573071,Karamatsu
2110,Karen,カレン,Blue,,HP,Single,,1641256573249,Karen
1377,Amitie ver. PuyoTet2,アミティ ver.ぷよテト2,Red,,Attack,Single,V1010,1641256393381,Amitie ver. PuyoTet2
1044,Chef Feli,コック姿のフェーリ,Red,,Recover,Single,V5018,1641256399393,Chef Feli
4288,Make Up Ally,メイクアップアリィ,Yellow,,Balance,Single,V3047,1641256411287,Make Up Ally
2345,Captured Maguro,とらわれのまぐろ,Blue,,Balance,Single,V2018,1684756819882,Captured Maguro
2019,Lamia,ラミア,Blue,,HP,Single,V2019,1710183373725,Lamia
2164,Kylocs,キュロクス,Blue,,Balance,Single,,1707971036315,Kylocs
2113,Elnath,エルナト,Blue,Purple,Balance,Single,V2113,1707071970480,Elnath
2707,Golden Paprisu,きんぴかパプリス,Blue,,Balance,Single,,1686227415499,Golden Paprisu/Blue
2363,Cosmorisu,小宇宙リス,Blue,,Balance,Single,,1686271227904,Cosmorisu/Blue
2395,Elizarisu,エリザリス,Blue,,Balance,Single,,1686271227965,Elizarisu/Blue
1363,Cosmorisu,小宇宙リス,Red,,Balance,Single,,1686271828742,Cosmorisu/Red
2050,Card Soldier,トランプソルジャー,Blue,,HP,Single,,1710904727959,Card Soldier
2062,Ibilin,イビリン,Blue,,Attack,Single,,1686318642321,Ibilin
2074,Ciel ver. Holy Night,シエル ver.聖夜,Blue,,Recover,Single,V2026,1703060072859,Ciel ver. Holy Night
2383,Crowlas,クローラス,Blue,Yellow,Balance,Single,V2383,1710197782419,Crowlas
2056,Blue Caballoon,あおいカバルーン,Blue,,HP,Single,,1710192379745,Caballoon/Blue
2209,Kitty Arle,にゃんこのアルル,Blue,Green,Attack,Single,V2012,1709441660868,Kitty Arle
2015,Blue Umiushi,ブルーうみうし,Blue,,Balance,Single,,1687271538333,Umiushi/Blue
2137,Caron,カロン,Blue,,Balance,Single,,1690123071105,Caron
2292,Ecolomi,エコロミ,Blue,,Attack,Single,V2292,1688303021387,Ecolomi
2167,Krust ver. HW,クルスト ver.HW,Blue,,HP,Single,,1706348262667,Krust ver. HW
2085,Chelsea,チェルシー,Blue,,HP,Single,,1705026866839,Chelsea
2144,Cusun,クスン,Blue,,Recover,Single,,1710443275979,Cusun
2073,Garmr,ガルム,Blue,,HP,Single,,1696349369657,Garmr
2132,Istio,イスティオ,Blue,,Attack,Single,V2132,1694525158307,Istio
5165,Havilah,ハビラ,Purple,Blue,Recover,Single,V5165,1694153725183,Havilah
2029,Jaan,ジャァーン,Blue,,Balance,Single,V2029,1708744238153,Jaan
1162,Clifford,クリフォード,Red,,Recover,Single,,1706486876608,Clifford
2001,Blue Paprisu,あおいパプリス,Blue,,Attack,Single,,1709512472617,Paprisu/Blue
2148,Christmas Drana,クリスマスドラーナ,Blue,,Balance,Single,,1709427257123,Christmas Drana
2026,Ciel,シエル,Blue,,Recover,Single,V2026,1710185774866,Ciel
2135,Laetitia,レティシア,Blue,,HP,Single,,1701527995204,Laetitia
2250,KAITO,KAITO,Blue,,HP,Single,,1708877479870,KAITO
4165,Laun,ラウン,Yellow,Blue,Recover,Single,V4165,1702488197233,Laun
2155,Cizer,サイザ,Blue,,Recover,Single,,1704151708814,Cizer
2086,Isabella,イザベラ,Blue,,Balance,Single,V2086,1704892425973,Isabella
2211,Kitty Sig,にゃんこのシグ,Blue,Purple,Attack,Single,V2010,1708744238177,Kitty Sig
2112,Dabih,ダビー,Blue,Green,Attack,Single,V2112,1708975930941,Dabih
1244,Alluring Lilim,みわくのリリン,Red,,HP,Single,V1019,1709078564833,Alluring Lilim
4236,Merchant Byakko,商人のビャッコ,Yellow,,Attack,Single,V4092,1641256412610,Merchant Byakko
2082,Leif,レイフ,Blue,,HP,Single,,1641256578613,Leif
2294,Luna & Artemis,ルナ＆アルテミス,Blue,,Balance,Single,,1641256578960,Luna & Artemis
2360,Cygnus Sunohime,キグナススノヒメ,Blue,,Recover,Single,V3298,1673649447874,Cygnus Sunohime
2130,Jasch,ヤッシュ,Blue,,Attack,Single,,1655946821294,Jasch
2426,Maguro ver. A.I.M.S.,まぐろ ver.A.I.M.S.,Blue,,Balance,Single,V2018,1673650648395,Maguro ver. A.I.M.S.
2415,Ferris,フェリス,Blue,,Balance,Single,V2415,1656515033214,Ferris
4412,Love and Berry,ラブandベリー,Yellow,Blue,Attack,Single,,1673650647951,Love and Berry
4413,Rappy,ラッピー,Yellow,,Recover,Single,,1673569646662,Rappy
2183,Dekabot,デカボ,Blue,,,,,1666695265962,Dekabot/Blue
2309,King Nikochan & Servant,ニコチャン大王＆家来,Blue,,HP,Single,,1673648847522,King Nikochan & Servant/Blue
2145,Hamish,ハミッシュ,Blue,,HP,Single,,1673568446441,Hamish
2139,Finlay,フィンレイ,Blue,,Recover,Single,V2139,1673650047476,Finlay
2398,Eternal Sailor Mercury,エターナルセーラーマーキュリー,Blue,,Recover,Single,V2285,1673650048369,Eternal Sailor Mercury
4426,Raffina ver. Tsukuyomi,ラフィーナ ver.ツクヨミ,Yellow,,Recover,Single,V4010,1673650648480,Raffina ver. Tsukuyomi
2181,Kyubot,キューボ,Blue,,,,,1676717640379,Kyubot/Blue
4279,Rise Kujikawa,久慈川りせ,Yellow,,Balance,Single,V4279,1641256582449,Rise Kujikawa
4247,Risumatsu,りす松せんぱい,Yellow,,HP,Single,V4018,1641256582825,Risumatsu
4222,Roco ver. Tails,ロコ ver.テイルス,Yellow,,Recover,Single,V3026,1641256582991,Roco ver. Tails
4319,Ryou Tomozawa,友沢亮,Yellow,,Attack,Single,,1641256583157,Ryou Tomozawa
4118,Sora,ソラ,Yellow,,HP,Single,V4118,1641256584911,Sora
4122,Spille,スピル,Yellow,,Attack,Single,,1641256585542,Spille
184463L,Treasurerisu (Yellow),おたからリス（黄）,Yellow,,NPC,--,,1641256586992,Treasurerisu (Yellow)
184448L,Yellow Mecha Caballoon,きいろメカカバルーン,Yellow,,NPC,--,,1641256588627,Yellow Mecha Caballoon
4704,Yellow Puyo Choco,きいろぷよチョコ,Yellow,,Recover,Single,,1641256589076,Yellow Puyo Choco
2243,Lamp Jaan,ランプのジャァーン,Blue,Purple,Balance,Single,V2029,1641256589843,Lamp Jaan
2298,Pitch-black Wacht,まっくらやみのヴァハト,Blue,Yellow,Attack,Single,V4067,1641256604829,Pitch-black Wacht
4335,Rainbow Dress Emilia,虹のドレスエミリア,Yellow,Blue,HP,Single,V4089,1641256605034,Rainbow Dress Emilia
2108,Giorno,ジョーノ,Blue,,Balance,Single,,1707721962630,Giorno
5089,Viola,ヴィオラ,Purple,Yellow,Balance,Single,V5089,1681618493314,Viola
4214,Witch ver. PuyoChron,ウィッチ ver.ぷよクロ,Yellow,,Attack,Single,V4012,1682905605253,Witch ver. PuyoChron
4001,Yellow Paprisu,きいろパプリス,Yellow,,Attack,Single,,1709512472782,Paprisu/Yellow
4033,Una,ウーニャ,Yellow,,HP,Single,V4033,1710431873159,Una
2125,Lewis,ルイス,Blue,Yellow,Attack,Single,V2125,1691174422292,Lewis
2104,Lagash,ラガシュ,Blue,,Attack,Single,,1710189376761,Lagash
2061,Kisaragi,キサラギ,Blue,,Attack,Single,,1699065875121,Kisaragi
2391,Isao Kondo,近藤勲,Blue,,HP,Single,V2391,1684815625798,Isao Kondo
1393,Arle ver. Kagura,アルル ver.神楽,Red,,Attack,Single,V2012,1684815625957,Arle ver. Kagura
4134,Riful,リヴル,Yellow,,Attack,Single,,1705208711478,Riful
4155,Suije,スージュ,Yellow,,Recover,Single,,1704151108472,Suije
4427,Shocker Combatrisu,ショッカー戦闘員リス,Yellow,,Balance,Single,,1686271226287,Shocker Combatrisu/Yellow
4421,Subarisu,スバリス,Yellow,,Balance,Single,,1686271226338,Subarisu/Yellow
4350,Shimarisu,嶋リス,Yellow,,Balance,Single,,1686271226456,Shimarisu/Yellow
2304,Lupinrisu,ルパンリス,Blue,,Balance,Single,,1686271227738,Lupinrisu/Blue
2051,Drana,ドラーナ,Blue,,Balance,Single,,1710437274245,Drana
4126,Sanira,サニラ,Yellow,,Balance,Single,V4126,1699627563632,Sanira
5066,Lillian,リリアン,Purple,Blue,HP,Single,V5066,1706125041806,Lillian
4220,Yellow Rammit,きいろラミット,Yellow,,Attack,Single,,1687493557363,Rammit/Yellow
2143,Lagash ver. HW,ラガシュ ver.HW,Blue,,Attack,Single,,1710429469942,Lagash ver. HW
1311,Bursting Amitie,はじけるアミティ,Red,,Attack,Single,V1010,1688301821208,Bursting Amitie
2028,Lycanthrope,おおかみおとこ,Blue,,HP,Single,,1694817383949,Lycanthrope
2069,Hakushark,ハクシャーク,Blue,,Balance,Single,,1710445677637,Hakushark
2102,Gustav,グスタフ,Blue,,Balance,Single,,1707948228781,Gustav
3242,Radiant Wynn,はれやかなウィン,Green,Blue,Attack,Single,V3055,1701547197819,Radiant Wynn
2115,Krianna,クリアーナ,Blue,,HP,Single,,1697694103516,Krianna
4162,Tabitha,タバサ,Yellow,,Recover,Single,,1706487476844,Tabitha
2018,Maguro,まぐろ,Blue,,Balance,Single,V2018,1698060152513,Maguro
2124,Liorto,リオート,Blue,,Balance,Single,,1701394773403,Liorto
2101,Fei,フェイ,Blue,,Recover,Single,V2101,1698958460697,Fei
2049,Dark Sig,くろいシグ,Blue,Red,Attack,Single,V2049,1704726119313,Dark Sig
2097,Fritz,フリッツ,Blue,,Balance,Single,,1705652165872,Fritz
2373,Kerorisu,ケロリス,Blue,,Balance,Single,,1705667767680,Kerorisu/Blue
4501,Yellow Material Puyo,きいろ素材ぷよ,Yellow,,Balance,Single,,1702112509415,Material Puyo/Yellow
2116,Grace ver. Holy Night,グレイス ver.聖夜,Blue,,Recover,Single,V2055,1703170503814,Grace ver. Holy Night
2316,Lulisia,ルリシア,Blue,Purple,HP,Single,V2316,1710428269550,Lulisia
2054,Mahoko,まほこ,Blue,,Attack,Single,,1710191779330,Mahoko
2216,Maguro ver. PuyoChron,まぐろ ver.ぷよクロ,Blue,,Balance,Single,V2018,1641256591728,Maguro ver. PuyoChron
2318,Mamoru Ikari,猪狩守,Blue,,Attack,Single,,1641256592275,Mamoru Ikari
184456L,Mecha Blue Umiushi,メカブルーうみうし,Blue,,NPC,--,,1641256593668,Mecha Blue Umiushi
2276,Mitsuru Kirijo,桐条美鶴,Blue,,Attack,Single,V2276,1641256594753,Mitsuru Kirijo
2334,Morolian,モロ星人,Blue,,Balance,Single,,1641256595429,Morolian
2087,Mongooska,マングースカ,Blue,,Balance,Single,,1670096277150,Mongooska
4265,Sweet Raffina,スイートラフィーナ,Yellow,,Balance,Single,V4010,1676295050410,Sweet Raffina
2149,Merylise,メリリース,Blue,,Attack,Single,,1656517433258,Merylise
2319,Mizuki Tachibana,橘みずき,Blue,,HP,Single,,1656717836274,Mizuki Tachibana
2286,Make Up Ciel,メイクアップシエル,Blue,,Recover,Single,V2026,1657039441787,Make Up Ciel
2147,Marte,マルテ,Blue,,Recover,Single,V2147,1666481662520,Marte
4249,Shounosuke Hijirisawa,聖澤庄之助,Yellow,,HP,Single,,1673647648622,Shounosuke Hijirisawa/Yellow
4339,Spica ver. Witch Apprentice,スピカ ver.魔女見習い,Yellow,,Recover,Single,,1673648848052,Spica ver. Witch Apprentice
2342,Majo Rika,マジョリカ,Blue,,Attack,Single,,1673648848254,Majo Rika/Blue
2388,Maguro ver. Aoba Jousai High,まぐろ ver.青葉城西高校,Blue,,HP,Single,V2018,1673650047878,Maguro ver. Aoba Jousai High
4297,Steam City Witch,蒸気都市のウィッチ,Yellow,,Balance,Single,V4297,1678582507800,Steam City Witch
4299,Steam City Raffina,蒸気都市のラフィーナ,Yellow,,Attack,Single,V4299,1678582507905,Steam City Raffina
4285,Sailor Venus,セーラーヴィーナス,Yellow,,Balance,Single,V4285,1679771502740,Sailor Venus
2306,Obotchaman,オボッチャマン,Blue,,Attack,Single,V2306,1641256597070,Obotchaman
2320,Player Stornum,ストルナム選手,Blue,,Attack,Single,V2031,1641256600208,Player Stornum
2315,Poopboy,うんちくん,Blue,,Balance,Single,,1641256600558,Poopboy
2324,Professor Daijoubu,ダイジョーブ博士,Blue,,Recover,Single,,1641256601026,Professor Daijoubu
2072,Richard,リチャード,Blue,,Attack,Single,V2072,1641256603006,Richard
3234,Maritime Panotty,マリンなパノッティ,Green,Blue,Balance,Single,V3029,1641256603638,Maritime Panotty
5316,King of Ocean Prince,キングオブさかな王子,Purple,Yellow,Recover,Single,V4011,1641256413646,King of Ocean Prince
5324,Professor Daijoubu,ダイジョーブ博士,Purple,,Recover,Single,,1641256417698,Professor Daijoubu
1343,Doremi Harukaze ver. Plainclothes,春風どれみ ver.私服,Red,,Attack,Single,V1337,1641256419997,Doremi Harukaze ver. Plainclothes
5312,Genius Knight Klug,ジーニアスナイトクルーク,Purple,Red,Attack,Single,V5010,1641256424628,Genius Knight Klug
1232,Floré ver. Erica,フローレ ver.エリカ,Red,,Recover,Single,V1026,1641256426575,Floré ver. Erica
1231,Gemini Sunrise,ジェミニ・サンライズ,Red,,Attack,Single,V1231,1641256428942,Gemini Sunrise
1301,Halloween Carbuncle,ハロウィンカーバンクル,Red,,Attack,Single,V4035,1641256432195,Halloween Carbuncle
4307,Gatchan Carbuncle,ガッちゃんカーバンクル,Yellow,,HP,Single,V4035,1641256437396,Gatchan Carbuncle
5404,Masked Satan,マスクドサタン,Purple,Blue,HP,Single,V5404,1682864801878,Masked Satan
2381,Marle,マール,Blue,Purple,Balance,Single,V2381,1682904404994,Marle
2138,Rick,リック,Blue,,Attack,Single,,1698710030429,Rick
2160,Minamo,ミナモ,Blue,,Balance,Single,,1684571945872,Minamo
3107,Liresil,リレシル,Green,Blue,Balance,Single,V3107,1710428269400,Liresil
2008,Owlbear,アウルベア,Blue,,Attack,Single,,1686318641649,Owlbear
2165,Mushut,ムシュト,Blue,Purple,Recover,Single,V2165,1694157326844,Mushut
2254,Mikurisu,ミクリス,Blue,,Balance,Single,,1686271227620,Mikurisu/Blue
2271,Reirisu,レイリス,Blue,,Balance,Single,,1686271227673,Reirisu
2283,P3 Paprisu,P3パプリス,Blue,,Balance,Single,,1686271227678,P3 Paprisu
2308,Paprisu Sarada,皿田パプリス,Blue,,Balance,Single,,1686271227734,Paprisu Sarada/Blue
2323,Makyuurisu,魔球リス,Blue,,Balance,Single,,1686271227795,Makyuurisu/Blue
2410,Milky Paprisu,ミルキィパプリス,Blue,,Balance,Single,,1686271227963,Milky Paprisu/Blue
2057,Pengurumi,ぺんぐるみぃ,Blue,,HP,Single,,1711069146120,Pengurumi
2027,Patri,パトリ,Blue,Green,Recover,Single,V2027,1710186975464,Patri
2120,Peeno,ピーノ,Blue,,Balance,Single,,1686574271523,Peeno
4005,Kogane Chagama,こがねチャガマ,Yellow,,Attack,Single,,1706489277432,Chagama/Yellow
1223,Knuckles,ナックルズ,Red,,HP,Single,Vsonic,1687566162581,Knuckles
