alias,char_id,updated_at,internal,card_type
イビリン,2062,1686318642372,1,character
blue cryptid necklace,2051,1710437274382,1,material
letter of prenotice,2227,1708806052843,1,material
kaito,2250,1708877479914,1,character
坂田銀時 ver.シェゾ,2392,1686691286642,1,character
hakushark,2069,1710445677709,1,character
exotic juice,2044,1686574271403,1,material
eversummer serilly/materials,2044,1686574271404,1,material
krust,2103,1706348862913,1,character
kisaragi,2061,1699065875362,1,character
kate,2126,1703254521877,1,character
ナソス ver.聖夜,3168,1706319459097,1,character
ぐれにゃんどら,2121,1686574271592,1,character
ルイス,2125,1691174422338,1,character
grey nyandragon,2121,1686574271591,1,character
kodomo dragon,2025,1686575474120,1,character
予告状,2227,1708806052847,1,material
ジェームズ,2095,1688005398226,1,character
james,2095,1688005398225,1,character
イスティオ,2132,1694525158367,1,character
クルスト ver.hw,2167,1706348262709,1,character
クルスト,2103,1706348862914,1,character
seal of the bull,2113,1707071970604,1,material
istio,2132,1694525158367,1,character
grace,2055,1704547209693,1,character
エルナト,2113,1707071970643,1,character
blue cryptid rune,2051,1710437274326,1,material
nature braver inoha,3171,1702130512606,1,character
大自然を巡るイノハ,3171,1702130512607,1,character
odette,3094,1702586011594,1,character
オデット,3094,1702586011595,1,character
グレイス ver.聖夜,2116,1703170503952,1,character
おうしの刻印,2113,1707071970624,1,material
blue sacred statue,2063,1710986937563,1,material
グレイス,2055,1704547209697,1,character
ミクダヨー,3252,1708876879571,1,character
silk hat (purple),2227,1708806052840,1,material
シルクハット(紫),2227,1708806052847,1,material
おうしのメダル,2113,1707071970646,1,material
青い幻獣のネックレス,2051,1710437274384,1,material
青い幻獣のルーン,2051,1710437274336,1,material
mischa/materials,3032,1710431872781,1,material
ぬりかべ,3366,1679868711559,1,character
dream amitie,1408,1641242244910,,character
まぐろ ver.ぷよクロ,2216,1641100388855,1,character
amitie ver. ppt2,1377,1641242244926,,character
kon/blue,2261,1641100387418,1,character
lamp jaan,2243,1641100407362,1,character
恋するセリリ,2048,1641100388759,1,character
serilly's honmei choco,2048,1641100387622,1,material
セリリの本命チョコ,2048,1641100387627,1,material
serilly's giri choco,2048,1641100387629,1,material
lovestruck serilly/materials,2048,1641100387631,1,material
セリリの義理チョコ,2048,1641100387634,1,material
luna & artemis/blue,2294,1641100388223,1,character
lovestruck serilly,2048,1641100388755,1,character
maguro ver. puyochron,2216,1641100388851,1,character
maguro ver. puyotet2,2378,1641100388863,1,character
nocturne bernard,5374,1678506293314,1,character
gugugugu wand,2290,1673648252565,1,material
jarne/materials,2029,1659392256611,1,material
インキュ松,2247,1661341690420,1,character
kaitou kid,2237,1656717236163,1,character
怪盗キッド,2237,1659536258628,1,character
gold dabih,2361,1657685827510,1,character
ゴールドダビー,2361,1657685827513,1,character
midsummer draco,3045,1657808229345,1,character
incumatsu,2247,1661341690418,1,character
gugugugu arle/materials,2290,1673648252566,1,material
ぐぐぐぐワンド,2290,1673648252567,1,material
king nikochan & servant/blue,2309,1673648847551,1,character
maguro ver. aoba jousai high,2388,1673650047913,1,character
maguro ver. a.i.m.s.,2426,1673650648433,1,character
まぐろ ver.a.i.m.s.,2426,1673650648434,1,character
kyubot/blue,2181,1676717640432,1,character
ランプのジャァーン,2243,1641100407366,1,character
あおい宝玉,2063,1710986937572,1,material
女神アテナ(城戸沙織),5361,1680117738231,1,character
blue quill,2098,1683965902693,1,material
あおい羽ペン,2098,1683965902703,1,material
lulisia,2316,1710428269602,1,character
ルリシア,2316,1710428269603,1,character
イザベラ,2086,1704892426056,1,character
ラガシュ ver.hw,2143,1710429470018,1,character
odorigame/green,3004,1706486876770,1,character
mysterious vase,2029,1708744238249,1,material
milky paprisu/green,3410,1686271227045,1,character
mikurisu/green,3254,1686271227318,1,character
magical chiffon,2235,1690644552307,1,character
lupinrisu/blue,2304,1686271227764,1,character
observation notes,5066,1706125041873,1,material
ミクリス,1254,1686271828410,1,character
stick lollipop,3252,1708876879537,1,material
かんさつノート,5066,1706125041903,1,material
rustic vase,2029,1708744238214,1,material
不思議なツボ,2029,1708744238253,1,material
素朴なツボ,2029,1708744238216,1,material
オキラクラゲ,3069,1710446284562,1,character
blue chalice,2032,1710431872833,1,material
kylocs/materials,2164,1707971036398,1,material
キュロクス,2164,1707971036393,1,character
リオート,2124,1701394773479,1,character
sapphire parfait,2019,1710183373794,1,material
blue crystal ball,2032,1710431872828,1,material
lamia/materials,2019,1710183373843,1,material
おおかみおとこ,2028,1694817384106,1,character
blue jewel,2063,1710986937570,1,material
コドモドラゴン,2025,1686575474121,1,character
freeze core,2164,1707971036396,1,material
maguro/materials,2018,1698060152953,1,material
まぐろ,2018,1698060152911,1,character
氷の鉱石,2164,1707971036381,1,material
kouburisu/blue,2233,1687270335088,1,character
havilah,5165,1694153725233,1,character
マジカル・シフォン,2235,1690644552310,1,character
odorigame-green,3004,1706486876766,1,character
liorto,2124,1701394773477,1,character
にゃんこのシグ,2211,1708744238252,1,character
ハビラ,5165,1694153725233,1,character
lamia,2019,1710183373845,1,character
green hunter's proof,3060,1710440875267,1,material
キサラギ,2061,1699065875363,1,character
棒つきキャンデー,3252,1708876879569,1,material
大神官カティア,2208,1702329753711,1,character
緑の狩人の証,3060,1710440875294,1,material
まほこ,2054,1710191779394,1,character
kerorisu/blue,2373,1705667767717,1,character
mikudayo/materials,3252,1708876879575,1,material
サファイアパフェ,2019,1710183373847,1,material
青の水晶玉,2032,1710431872864,1,material
カティア,2032,1710431872881,1,character
mongo/materials,3060,1710440875291,1,material
katya/materials,2032,1710431872854,1,material
mahoko,2054,1710191779390,1,character
ハクシャーク,2069,1710445677710,1,character
青の聖杯,2032,1710431872863,1,material
bseverio,4313,1641242245276,,character
nari ver. date tech high,3348,1641100388612,1,character
ナリ ver.伊達工業高校,3348,1641100388616,1,character
goemon ishikawa,5302,1641100389815,1,character
まぐろ ver.ぷよテト2,2378,1641100388867,1,character
mamoru ikari,2318,1641100388923,1,character
猪狩守,2318,1641100388927,1,character
maritime flute (blue),3234,1641100389235,1,material
マリンなふえ(青),3234,1641100389243,1,material
maritime flute (green),3234,1641100389247,1,material
マリンなふえ(緑),3234,1641100389255,1,material
maritime cap,3234,1641100389259,1,material
maritime panotty/materials,3234,1641100389262,1,material
マリンなぼうし,3234,1641100389266,1,material
mecha blue umiushi,184456L,1641100389348,1,character
mecha umiushi/blue,184456L,1641100389352,1,character
メカブルーうみうし,184456L,1641100389356,1,character
mecha odorigame-blue,184451L,1641100389361,1,character
mecha odorigame/blue,184451L,1641100389366,1,character
メカおどりガメ・ブルー,184451L,1641100389370,1,character
石川五ェ門,5302,1641100389819,1,character
パケッタ,2131,1653769528080,1,character
夜想のベルナール,5374,1678506293315,1,character
paquetta,2131,1653769528080,1,character
love and berry,4412,1673650648000,1,character
ラブandベリー,4412,1673650648001,1,character
merylise,2149,1656517433310,1,character
メリリース,2149,1656517433310,1,character
nelful,2119,1665155681081,1,character
ネルフル,2119,1665155681082,1,character
マルテ,2147,1666481662569,1,character
marte,2147,1666481662566,1,character
ミシェロ,5125,1673648252082,1,character
king nikochan & servant,1309,1673648847590,1,character
majo rika/blue,2342,1673648848302,1,character
まぐろ ver.青葉城西高校,2388,1673650047918,1,character
ときあかすイザベラ,2352,1641100429750,1,character
player stornum,2320,1641100389563,1,character
ストルナム選手,2320,1641100389567,1,character
geometry research journal,2352,1641100389596,1,material
キカガク研究者の書,2352,1641100389604,1,material
ppt2 amitie,1377,1641242244926,,character
fresh tuna,2018,1698060152930,1,material
マール,2381,1682904405026,1,character
lillian,5066,1706125041891,1,character
painting undine/materials,2045,1695133618802,1,material
makyuurisu/blue,2323,1686271227818,1,character
golden paprisu/purple,5707,1686227415791,1,character
リリアン,5066,1706125041895,1,character
パキスタ,2017,1708290978515,1,character
margin/materials,2037,1710427668957,1,material
パララ,2023,1686318642239,1,character
parara,2023,1686318642238,1,character
pon'marek,2065,1710445076995,1,character
margin,2037,1710427668966,1,character
王者のウロコ,2037,1710427668930,1,material
緑の聖杯,3032,1710431872792,1,material
rainbow scale,2037,1710427668953,1,material
ordinary scale,2037,1710427668955,1,material
champion scale,2037,1710427668925,1,material
緑の狩人の角笛,3060,1710440875294,1,material
サンマ屋台のまぐろ,2042,1686574271341,1,character
虹色のウロコ,2037,1710427668957,1,material
火おこしうちわ,2042,1686574271340,1,material
fire-making fan,2042,1686574271337,1,material
pike stall maguro/materials,2042,1686574271343,1,material
フェイ選手,2321,1703140497904,1,character
pike stall maguro,2042,1686574271340,1,character
peeno,2120,1686574271552,1,character
ピーノ,2120,1686574271553,1,character
mana inuyama,2367,1688972072957,1,character
犬山まな,2367,1688972072957,1,character
olio,3117,1690052860964,1,character
lewis,2125,1691174422337,1,character
まほうの絵の具セット,2045,1695133618803,1,material
lillian/materials,5066,1706125041911,1,material
deluxe nigiri sushi,3252,1708876879573,1,material
nature braver sago,2171,1702130512513,1,character
大自然を巡るサゴ,2171,1702130512514,1,character
player fei,2321,1703140497902,1,character
ふつうのウロコ,2037,1710427668958,1,material
maguro ver. kaito,2251,1708881701909,1,character
物語の紙片,2127,1704242322954,1,material
story page,2127,1704242322944,1,material
つむがれる物語,2127,1704242323011,1,material
marvett,2127,1704242323009,1,character
fantastical fountain pen,2127,1704242322986,1,material
pakista,2017,1708290978514,1,character
yarn-spun story,2127,1704242322989,1,material
マーベット,2127,1704242323016,1,character
marvett/materials,2127,1704242322996,1,material
幻想の万年筆,2127,1704242322997,1,material
特上にぎり寿司,3252,1708876879575,1,material
まぐろ ver.kaito,2251,1708881701914,1,character
green hunter's olifant,3060,1710440875286,1,material
green chalice,3032,1710431872768,1,material
playwright galatea/materials,2313,1641100391715,1,material
pitch-black wacht,2298,1641100389803,1,character
まっくらやみのヴァハト,2298,1641100389807,1,character
playwright galatea,2313,1641100423194,1,character
confetti ball (purple),2313,1641100389848,1,material
くす玉(紫),2313,1641100389855,1,material
clapperboard,2313,1641100389860,1,material
カチンコ,2313,1641100389867,1,material
ms. accord (fever),2186,1641100390677,1,character
アコール先生 (フィーバー),2186,1641100390683,1,character
morolian/blue,2334,1641100389983,1,character
ふしぎなガラスびん(青),2352,1641100391095,1,material
mysterious glass flask (green),2352,1641100391099,1,material
mythbuster isabella/materials,2352,1641100391104,1,material
obotchaman,2306,1641100390115,1,character
オボッチャマン,2306,1641100390119,1,character
ふしぎなガラスびん(緑),2352,1641100391108,1,material
amitie ver. kinomoto,3372,1641242244936,,character
mythbuster isabella,2352,1641100429746,1,character
ms. accord ver. puyochron,2218,1641100390746,1,character
センティー,3155,1641100404035,1,character
sentee,3155,1641100404030,1,character
mitsuru kirijo,2276,1641100390556,1,character
桐条美鶴,2276,1641100390560,1,character
アコール先生 ver.ぷよクロ,2218,1641100390753,1,character
mysterious glass flask (blue),2352,1641100391086,1,material
soul slayer: sode no shirayuki,2259,1641100391273,1,material
斬魄刀・袖白雪,2259,1641100391283,1,material
rukia kuchiki/materials,2259,1641100392991,1,material
劇作家のガラテア,2313,1641100423200,1,character
mizuki tachibana,2319,1656717836316,1,character
橘みずき,2319,1656717836317,1,character
ルドルフ,2154,1673648848739,1,character
mongooska,2087,1670096277259,1,character
マングースカ,2087,1670096277260,1,character
midsummer raffina,2234,1673568446747,1,character
maiden's beachball (blue),2234,1673568446720,1,material
乙女のビーチボール(青),2234,1673568446724,1,material
tropical hairpin,2234,1673568446726,1,material
トロピカルな髪飾り,2234,1673568446730,1,material
真夏のラフィーナ,2234,1673568446749,1,character
rudolf,2154,1673648848737,1,character
nezumi otoko,2366,1679868711493,1,character
ねずみ男,2366,1679868711494,1,character
神山誠十郎,2329,1641100393248,1,character
poopboy/blue,2315,1641100391808,1,character
seijuro kamiyama,2329,1641100393244,1,character
kero amitie,3372,1641242244936,,character
professor daijoubu/blue,2324,1641100391819,1,character
serilly ver. puyochron,2217,1641100392691,1,character
sig (fever),2185,1641100393401,1,character
シグ ver.ぷよテト,2230,1641100394205,1,character
sig ver. puyochron,2215,1641100394180,1,character
sig ver. puyotet,2230,1641100394199,1,character
odorigame/blue,2004,1706410068700,1,character
ミナモ,2160,1684571945917,1,character
schezo ver. gintoki,2393,1684815625924,1,character
painting undine,2045,1695133618843,1,character
異邦の童話グレイス,2174,1708732228366,1,character
outlander richard,2384,1708734036918,1,character
アウルベア,2008,1686318641886,1,character
ゴルゴーン,5019,1710183974171,1,character
owlbear,2008,1686318641885,1,character
mikurisu/blue,2254,1686271227649,1,character
p3パプリス,2283,1686271227707,1,character
p3 paprisu,2283,1686271227706,1,character
paprisu sarada/blue,2308,1686271227766,1,character
milky paprisu/blue,2410,1686271227994,1,character
皿田パプリス,1308,1686271828571,1,character
ムシュト,2165,1694157326958,1,character
ポンマレク,2065,1710445076996,1,character
gorgon,5019,1710183974169,1,character
shichirin grill,2042,1686574271326,1,material
しちりん,2042,1686574271328,1,material
charcoal,2042,1686574271343,1,material
もくたん,2042,1686574271345,1,material
異邦の使いリチャード,2384,1708734036919,1,character
orkte,3028,1694817384329,1,character
moto bug,2224,1687407149777,1,character
モトラ,2224,1687407149777,1,character
odorigame-blue,2004,1706410068664,1,character
オリオ,3117,1690052860969,1,character
mushut,2165,1694157326957,1,character
grania,5119,1709331848251,1,character
グラニア,5119,1709331848252,1,character
serity,5107,1710220592449,1,character
otohime serilly,2242,1704079686688,1,character
乙姫セリリ,2242,1704079686689,1,character
オデット ver.聖夜,3150,1703231117443,1,character
ros'enna,2133,1703106889550,1,character
ロズエナ,2133,1703106889551,1,character
ライム,2076,1705447541969,1,character
patri,2027,1710186975640,1,character
パトリ,2027,1710186975644,1,character
シグ ver.ぷよクロ,2215,1641100394185,1,character
confetti ball (blue),2313,1641100391710,1,material
くす玉(青),2313,1641100391719,1,material
amitie ver. wa,1339,1641242244988,,character
rainbow dress emilia/materials,4335,1641100418835,1,material
虹のドレスエミリア・s,4335,1641100392133,1,character
rainbow parasol,4335,1641100392150,1,material
professor daijoubu,5324,1641100426702,1,character
セリリ ver.ぷよクロ,2217,1641100392695,1,character
シグ (フィーバー),2185,1641100393405,1,character
サダ,3112,1641100402733,1,character
虹のパラソル,4335,1641100392158,1,material
rainbow dress emilia,4335,1641100418829,1,character
elegant hat (blue),4335,1641100392174,1,material
エレガントハット(青),4335,1641100392182,1,material
シャークなミシェロ,2335,1652813710799,1,character
センイチ,3153,1657461421796,1,character
sharky michelo,2335,1652813710814,1,character
schlussel,4136,1673650647803,1,character
seiryuu,2092,1658977049227,1,character
しおかぜのアルル,2364,1657808829108,1,character
seabreeze arle,2364,1657808829108,1,character
rozatte,4211,1661341690548,1,character
ローザッテ,4211,1661341690549,1,character
レイ ver.プラグスーツ,2268,1673568446813,1,character
seiran,2100,1673568446527,1,character
セイラン,2100,1673568446529,1,character
rei ver. plugsuit,2268,1673568446811,1,character
レイ,2267,1673648252062,1,character
rei,2267,1673648252056,1,character
シルッセル,4136,1673650647804,1,character
shigushigu sig,2289,1673658447733,1,character
シグシグのシグ,2289,1673658447734,1,character
blue herb,2072,1641100392941,1,material
richard/materials,2072,1641100392945,1,material
青の薬草,2072,1641100392949,1,material
rukia kuchiki,2259,1641100392980,1,character
朽木ルキア,2259,1641100392983,1,character
keromitie,3372,1641242244936,,character
chappy the rabbit,2259,1641100392987,1,material
うさぎのチャッピー,2259,1641100392995,1,material
relaxed skeleton t,2039,1641100392310,1,character
ほっこりスケルトンt,2039,1641100392314,1,character
shinsuke kita,2386,1641100393317,1,character
北信介,2386,1641100393321,1,character
leafy umbrella,2205,1686142803956,1,material
葉っぱの傘,2205,1686142803970,1,material
floral rainboots,2205,1686142803974,1,material
mysterious battery,2180,1697814720757,1,material
puubot/materials,2180,1697814720759,1,material
グレイス ver.巡音ルカ,5251,1708881693190,1,character
sapphire hotaru ika,2002,1706076435384,1,character
レイリス,2271,1686271227708,1,character
hotaru ika/blue,2002,1706076435393,1,character
reirisu,2271,1686271227707,1,character
セリティ,5107,1710220592451,1,character
うさみみハチマキ(青),5241,1703962650439,1,material
gorgon/materials,5019,1710183974172,1,material
乙女のまなざし,5019,1710183974174,1,material
shadowcrown rafisol,2411,1689888410019,1,character
影冠のラフィソル,2411,1689888410020,1,character
rafisol,5146,1700443682517,1,character
プーボ,2180,1697814720741,1,character
ラフィソル,5146,1700443682523,1,character
モチつきキネ,5241,1703962650435,1,material
bunny-ear headband (blue),5241,1703962650390,1,material
赤とんぼ,2213,1704245328347,1,material
rabbit sig,2213,1704245328320,1,character
red dragonfly,2213,1704245328344,1,material
king chess piece,5158,1702126911451,1,material
pusler/blue,2207,1702029666768,1,character
recovery pusler,2207,1702029666766,1,character
かいふくプースラ,2207,1702029666769,1,character
roi,5158,1702126911417,1,character
ローワ,5158,1702126911419,1,character
blue holy bell,2038,1702985060978,1,material
キングのコマ,5158,1702126911455,1,material
santa sig,2047,1702912452009,1,character
サンタシグ,2047,1702912452010,1,character
blue holy bell (silver),2038,1702985061031,1,material
santa arle/materials,2038,1702985061039,1,material
青い聖なるベル(銀),2038,1702985061043,1,material
青い聖なるベル,2038,1702985060983,1,material
サンタアルル,2038,1702985061040,1,character
santa arle,2038,1702985061033,1,character
rabbit sig/materials,2213,1704245328355,1,material
grace ver. megurine luka,5251,1708881693185,1,character
roi/materials,4158,1703546177645,1,material
mochi pestle,5241,1703962650379,1,material
うさぎウト,5241,1703962650418,1,character
うさみみフード,2213,1704245328356,1,material
サファイヤほたるいか,2002,1706076435397,1,character
うさぎシグ,2213,1704245328321,1,character
セイリュウ,2092,1704549623183,1,character
maiden gaze,5019,1710183974165,1,material
ahflore,1332,1641242245021,,character
medal of the water-bearer,3112,1641100392835,1,material
みずがめのメダル,3112,1641100392843,1,material
ringo ver. lupin,2303,1641100393595,1,character
sagey,2122,1641100393054,1,character
サジェ,2122,1641100393058,1,character
りんご ver.ルパン,2303,1641100393598,1,character
risukuma ver. division 24,2263,1641100393606,1,character
sago,2118,1641100393078,1,character
サゴ,2118,1641100393082,1,character
sig ver. puyotet2,2377,1641100394749,1,character
sakura shinguji,2231,1641100393130,1,character
真宮寺さくら,2231,1641100393134,1,character
gekizo-kun doll,2329,1641100393229,1,material
seijuro kamiyama/materials,2329,1641100393232,1,material
ゲキゾウくん人形,2329,1641100393236,1,material
りすくま ver.ぷよ番隊,2263,1641100393610,1,character
シグ ver.ぷよテト2,2377,1641100394754,1,character
sada/materials,3112,1641100402740,1,material
professor daijoubu/green,3324,1641100393903,1,character
frog amitie,3372,1641242244936,,character
sage of verity isabella,2291,1649736260283,1,character
真理の賢者イザベラ,2291,1649736260285,1,character
きぐるミシェロ,2335,1652813710817,1,character
shitori,2163,1673649447987,1,character
シトリ,2163,1673649447988,1,character
shounosuke hijirisawa/blue,2249,1673647648710,1,character
golden rhino beetle,2289,1673658447562,1,material
sakura amamiya,2328,1673648848384,1,character
天宮さくら,2328,1673648848385,1,character
shigushigu sig/materials,2289,1673658447564,1,material
きんいろかぶとむし,2289,1673658447565,1,material
sonic ver. the movie,2301,1641100394383,1,character
ソニック ver.ザ・ムービー,2301,1641100394386,1,character
otomo prince (fish)/materials,3290,1641100394046,1,material
p4 hero,4277,1641100394059,1,character
p4主人公,4277,1641100394064,1,character
sig ver. p3,2282,1641100394168,1,character
シグ ver.p3,2282,1641100394172,1,character
セーラーウラヌス,2353,1680117738345,1,character
penglai,3077,1707555729267,1,character
sailor uranus,2353,1680117738344,1,character
sailor moon,4286,1680117738418,1,character
セーラームーン,4286,1680117738419,1,character
penglai's fan,4227,1686142203716,1,material
underworld key,5037,1710427669316,1,material
perraulsa,3105,1710443876587,1,character
primm,3098,1683965902752,1,character
princess ringo,1298,1684754419384,1,character
rainfall penglai,4227,1686142203707,1,character
雨ふりのホウライ,4227,1686142203708,1,character
ホウライの扇子,4227,1686142203720,1,material
リック,2138,1698710030544,1,character
sorairo chagama,2005,1706486876652,1,character
オトモ,3011,1697809319793,1,character
パンプリス,3041,1686271227265,1,character
pumprisu,3041,1686271227264,1,character
shimarisu/blue,2350,1686271227876,1,character
shocker combatrisu/blue,2427,1686271228045,1,character
greap,5037,1710427669305,1,character
ホウライ,3077,1707555729271,1,character
パノッティ,3029,1707305470383,1,character
sufu of the water gate,2021,1708338987312,1,character
青い悪魔のレコード,2031,1710431871894,1,material
グリープ,5037,1710427669306,1,character
冥界のカギ,5037,1710427669318,1,material
greap/materials,5037,1710427669324,1,material
skeleton t,2030,1686574271059,1,character
chili dog,2223,1702511601183,1,material
outlander matthew,3384,1708734637044,1,character
radiant wynn,3242,1701547197905,1,character
ペローサ,3105,1710443876592,1,character
blue holy bell (gold),2038,1702985060981,1,material
grifo's tsukimi dango,3148,1709445265339,1,material
チリドッグ,2223,1702511601186,1,material
オークテ,3028,1694817384329,1,character
showtime hursh,3355,1710603499597,1,character
otomo,3011,1697809319793,1,character
グリフォの月見だんご,3148,1709445265341,1,material
miras,5103,1700787520795,1,character
snow mikudayo,2252,1708877481003,1,character
otsukimi grifo/materials,3148,1709445265340,1,material
ヴィヴィアン,2033,1710431873493,1,character
panotty,3029,1707305470379,1,character
rick,2138,1698710030543,1,character
rabbit uto/materials,5241,1703962650436,1,material
はれやかなウィン,3242,1701547197906,1,character
phantom thief madeleine,3312,1701970853189,1,character
怪盗マドレーヌ,3312,1701970853191,1,character
青い聖なるベル(金),2038,1702985060989,1,material
お月見グリフォ,3148,1709445265360,1,character
petiwool,3064,1710195981719,1,character
ペティウール,3064,1710195981726,1,character
ショータイムのフルシュ,3355,1710603499598,1,character
great hero lagnus,5211,1641100394990,1,character
totoko ver. arle,2246,1641100394498,1,character
トト子 ver.アルル,2246,1641100394506,1,character
veggie thief (blue),184430L,1641100394584,1,character
veggie thief/blue,184430L,1641100394590,1,character
野菜どろぼう(青),184430L,1641100394594,1,character
sunshine hunter chico,4422,1641100395877,1,character
ulala,4333,1641100395899,1,character
うらら,4333,1641100395903,1,character
totoko,2246,1641100395968,1,character
おひさまハンターチコ,4422,1641100395880,1,character
totoko/materials,2246,1641100395759,1,material
gyura,5118,1641100398511,1,character
あおいアーマーセット,2246,1641100395763,1,material
quna,3413,1662328897248,1,character
クーナ,3413,1662328897249,1,character
雪ミク,2293,1673648252733,1,character
kingdom hand-mirror,3290,1660699079492,1,material
王国の手鏡,3290,1660699079495,1,material
fluttering hagoromo (green),3313,1663553647768,1,material
ひらひらの羽衣(緑),3313,1663553647768,1,material
snownight lulisia,2403,1670518084423,1,character
snow miku,2293,1673648252729,1,character
sunohime,3298,1673648847430,1,character
スノヒメ,3298,1673648847431,1,character
unusual ecolo,5049,1676550055118,1,character
toushirou hitsugaya,2260,1641100395771,1,character
日番谷冬獅郎,2260,1641100395775,1,character
princely umbrella (blue),2241,1641100395849,1,material
王子の雨傘(青),2241,1641100395857,1,material
sonia ver. witch apprentice,2339,1641100395439,1,character
ソニア ver.魔女見習い,2339,1641100395444,1,character
otomo (fever),3187,1641100396093,1,character
オトモ (フィーバー),3187,1641100396097,1,character
stood-up otomo,2241,1641100404727,1,character
stood-up otomo/materials,2241,1641100404738,1,material
lantern of sunshine,4422,1641100395270,1,material
sunshine hunter chico/materials,4422,1641100395274,1,material
おひさまのランタン,4422,1641100395278,1,material
sympathetic greta,2401,1641100428268,1,character
suketoudara ver. teddie,2281,1641100395618,1,character
すけとうだら ver.クマ,2281,1641100395621,1,character
トト子,2246,1641100395972,1,character
treasurerisu (blue),184461L,1641100395976,1,character
treasurerisu/blue,184461L,1641100395980,1,character
rainfall penglai/materials,4227,1686142203725,1,material
vivienne,2033,1710431873479,1,character
valkyries arle & carbuncle,2404,1707453711840,1,character
プリム,3098,1683965902752,1,character
ひめりんご,1298,1684754419385,1,character
chagama/blue,2005,1706486876687,1,character
subarisu/blue,2421,1686271228055,1,character
undine,2013,1689468343132,1,character
青い悪魔のスコア,2031,1710431871894,1,material
tartar,2011,1697809319622,1,character
ソニックシューズ,2223,1702511601200,1,material
雪ミクダヨー,2252,1708877481004,1,character
いのちの時計,5037,1710427669324,1,material
いのちの人形,5037,1710427669307,1,material
life watch,5037,1710427669322,1,material
life doll,5037,1710427669303,1,material
somali,2060,1710440875202,1,character
スケルトンt,2030,1686574271060,1,character
blue hunter's proof,2060,1710440875188,1,material
stornum/materials,2031,1710431871873,1,material
水ノ門のスフ,2021,1708338987317,1,character
sonic shoes,2223,1702511601197,1,material
雪夜ルリシア,2403,1703307330757,1,character
blue devil's score,2031,1710431871846,1,material
タルタル,2011,1697809319623,1,character
silvie ver. holy night,2150,1703231117419,1,character
シルヴィ ver.聖夜,2150,1703231117421,1,character
famed confection: pwurp,3227,1703633193870,1,material
テュルキス,2123,1698205371443,1,character
シグ ver.神山誠十郎,2331,1687455339102,1,character
大勇者ラグナス,5211,1700572098069,1,character
sig ver. seijuro kamiyama,2331,1687455339102,1,character
swordfighter sig,2079,1697722907488,1,character
traveling warlock maguro,2210,1706441871821,1,character
turkis,2123,1698205371442,1,character
valkyrie dark arle,2203,1701547197663,1,character
戦乙女ダークアルル,2203,1701547197676,1,character
銘菓ぷわあぷ,3227,1703633193873,1,material
パンプキン,3017,1708470506297,1,character
timwool,2064,1710195981682,1,character
blue score,2031,1710431871824,1,material
ストルナム,2031,1710431871956,1,character
青い狩人の証,2060,1710440875193,1,material
somali/materials,2060,1710440875198,1,material
青い狩人の角笛,2060,1710440875199,1,material
blue hunter's olifant,2060,1710440875197,1,material
ポンアイ,3065,1710445077009,1,character
ソマリ,2060,1710440875203,1,character
ティムウール,2064,1710195981684,1,character
おたからリス(青),184461L,1641100395984,1,character
pure-gold fish,2246,1641100395743,1,material
純金のおさかな,2246,1641100395751,1,material
blue armor set,2246,1641100395755,1,material
ギューラ,5118,1641100398515,1,character
まちぼうけのオトモ,2241,1641100404730,1,character
いたわりのグレタ,2401,1641100428273,1,character
sonic amitie,2222,1641242244982,,character
poopboy/green,3315,1641100396634,1,character
クマ,2278,1652474106371,1,character
teddie,2278,1652474106370,1,character
蒸気都市のまぐろ,2300,1678583708393,1,character
steam city maguro,2300,1678583708392,1,character
ティータイムのまぐろ,2256,1662341497396,1,character
ワンク,2141,1669255609798,1,character
amitie's handmade script,3422,1673569047102,1,material
wanc,2141,1669255609796,1,character
ribbitie & amitie/materials,3422,1673569047104,1,material
アミティの手作り台本,3422,1673569047105,1,material
かわったエコロ,5049,1676550055118,1,character
steam city arle,2297,1678582507728,1,character
蒸気都市のアルル,2297,1678582507728,1,character
popo and mushiking,3412,1641100396649,1,character
ポポとムシキング,3412,1641100396653,1,character
rintarou suna,3386,1641100396718,1,character
samurai lyude,3244,1641100396865,1,character
もののふのリュード,3244,1641100396869,1,character
yukimaru,2040,1641100397500,1,character
ringo ver. puyotouch,3264,1680969222552,1,character
sailor neptune,3353,1680117738397,1,character
青い魔獣の石,2033,1710431873528,1,material
red hazeshroom,1066,1702183323453,1,material
レミ,3033,1702182722826,1,character
green beast stone,3033,1702182722822,1,material
blue beast stone,2033,1710431873490,1,material
remy,3033,1702182722824,1,character
red hazeshroom extract,1066,1702183323460,1,material
戦乙女アルル&カーバンクル,2404,1707453711842,1,character
greta/materials,1066,1702183323478,1,material
vivienne/materials,2033,1710431873511,1,material
古めかしいツボ,1066,1702183323480,1,material
green quill,3098,1683965902724,1,material
サーナ,3144,1710443276188,1,character
steam city sig,2299,1683008231267,1,character
蒸気都市のシグ,2299,1683008231268,1,character
緑の解読書,3098,1683965902744,1,material
みどり羽ペン,3098,1683965902725,1,material
green decipher codex,3098,1683965902742,1,material
primm/materials,3098,1683965902743,1,material
samurai mole,3008,1686318039117,1,character
井上織姫,3259,1708881092553,1,character
ルクバト,4112,1703081085536,1,character
swan,2007,1710178570330,1,character
サムライモール,3008,1686318039118,1,character
yukata sig,2034,1710603500430,1,character
sana,3144,1710443276187,1,character
