card_id,char_id,rarity,rarity_modifier,name,name_normalized,jp_name,jp_name_normalized,link_name,link_name_normalized,card_type,updated_at,main_color,side_color
328606,3286,6,,Make Up Wynn,make up wynn,メイクアップウィン,メイクアップウィン,Make Up Wynn,make up wynn,character,1673650048373,Green,
531207,5312,7,,Genius Knight Klug,genius knight klug,ジーニアスナイトクルーク,ジーニアスナイトクルーク,Genius Knight Klug,genius knight klug,character,1641035863948,Purple,Red
213905,2139,5,,Finlay,finlay,フィンレイ,フィンレイ,Finlay,finlay,character,1673650047531,Blue,
184407,184407L,3,,Genius Paprisu,genius paprisu,てんさいパプリス（青）,てんさいパプリス(青),Genius Paprisu/Blue/★3,genius paprisu/blue,character,1641034629310,Blue,
230706,2307,6,,Feli ver. Arale-chan,feli ver. arale-chan,フェーリ ver.アラレちゃん,フェーリ ver.アラレちゃん,Feli ver. Arale-chan,feli ver. arale-chan,character,1641034625503,Blue,
270103,2701,3,,Blue Puyo Ice,blue puyo ice,あおぷよアイス,あおぷよアイス,Puyo Ice/Blue/★3,puyo ice/blue,character,1641034603811,Blue,
210606,2106,6,,Buechee,buechee,ブーチー,ブーチー,Buechee,buechee,character,1641034605552,Blue,
222004,2220,4,,Blue Rammit,blue rammit,あおラミット,あおラミット,Rammit/Blue/★4,rammit/blue,character,1641034604515,Blue,
222005,2220,5,,Blue Rammit,blue rammit,あおラミット,あおラミット,Rammit/Blue/★5,rammit/blue,character,1641034604523,Blue,
184410,184407L,6,,Genius Paprisu,genius paprisu,てんさいパプリス（青）,てんさいパプリス(青),Genius Paprisu/Blue/★6,genius paprisu/blue,character,1641034629322,Blue,
184419,184419L,3,,Genius Paprisu,genius paprisu,てんさいパプリス（紫）,てんさいパプリス(紫),Genius Paprisu/Purple/★3,genius paprisu/purple,character,1641035864287,Purple,
204607,2046,7,,Celebration Arle,celebration arle,お祝いアルル,お祝いアルル,Celebration Arle,celebration arle,character,1641034607235,Blue,
210607,2106,7,,Buechee,buechee,ブーチー,ブーチー,Buechee,buechee,character,1641034605565,Blue,
223607,2236,7,,Fishmonger Seiryu,fishmonger seiryu,魚売りのセイリュウ,魚売りのセイリュウ,Fishmonger Seiryu,fishmonger seiryu,character,1659478657906,Blue,
226606,2266,6,,Serendipitous Ally,serendipitous ally,めぐりあいのアリィ,めぐりあいのアリィ,Serendipitous Ally,serendipitous ally,character,1673568446816,Blue,Green
232505,2325,5,,Gander,gander,ガンダー,ガンダー,Gander/Blue/★5,gander/blue,character,1641034628046,Blue,
232605,2326,5,,Gedo-kun,gedo-kun,ゲドーくん,ゲドーくん,Gedo-kun/Blue/★5,gedo-kun/blue,character,1641034628682,Blue,
241507,2415,7,,Ferris,ferris,フェリス,フェリス,Ferris,ferris,character,1656515033248,Blue,
270104,2701,4,,Blue Puyo Ice,blue puyo ice,あおぷよアイス,あおぷよアイス,Puyo Ice/Blue/★4,puyo ice/blue,character,1641034603800,Blue,
270304,2703,4,,Blue Puyo Jelly,blue puyo jelly,あおぷよゼリー,あおぷよゼリー,Puyo Jelly/Blue/★4,puyo jelly/blue,character,1641034604133,Blue,
270305,2703,5,,Blue Puyo Jelly,blue puyo jelly,あおぷよゼリー,あおぷよゼリー,Puyo Jelly/Blue/★5,puyo jelly/blue,character,1641034604144,Blue,
204403,2044,3,,Eversummer Serilly,eversummer serilly,常夏のセリリ,常夏のセリリ,Eversummer Serilly,eversummer serilly,character,1686574271401,Blue,
327105,3271,5,,Maririsu,maririsu,マリリス,マリリス,Maririsu,maririsu,character,1686271227379,Green,
208105,2081,5,5,Celebration Paprisu,celebration paprisu,お祝いパプリス,お祝いパプリス,Celebration Paprisu/Blue/★5,celebration paprisu/blue,character,1686271227601,Blue,
213705,2137,5,,Caron,caron,カロン,カロン,Caron,caron,character,1690123071150,Blue,
204405,2044,5,,Eversummer Serilly,eversummer serilly,常夏のセリリ,常夏のセリリ,Eversummer Serilly,eversummer serilly,character,1686574271410,Blue,
207006,2070,6,,Chiffon,chiffon,シフォン,シフォン,Chiffon,chiffon,character,1690913379877,Blue,
207004,2070,4,,Chiffon,chiffon,シフォン,シフォン,Chiffon,chiffon,character,1690913379851,Blue,
201502,2015,2,2,Blue Umiushi,blue umiushi,ブルーうみうし,ブルーうみうし,Umiushi/Blue/★2,umiushi/blue,character,1687271538432,Blue,
229207,2292,7,,Ecolomi,ecolomi,エコロミ,エコロミ,Ecolomi,ecolomi,character,1688303021442,Blue,
208506,2085,6,,Chelsea,chelsea,チェルシー,チェルシー,Chelsea,chelsea,character,1705026866973,Blue,
207305,2073,5,,Garmr,garmr,ガルム,ガルム,Garmr,garmr,character,1696349369705,Blue,
209705,2097,5,,Fritz,fritz,フリッツ,フリッツ,Fritz,fritz,character,1705652166022,Blue,
207306,2073,6,,Garmr,garmr,ガルム,ガルム,Garmr,garmr,character,1696349369710,Blue,
214804,2148,4,,Christmas Drana,christmas drana,クリスマスドラーナ,クリスマスドラーナ,Christmas Drana,christmas drana,character,1709427257204,Blue,
207304,2073,4,,Garmr,garmr,ガルム,ガルム,Garmr,garmr,character,1696349369690,Blue,
326706,3267,6,,Mari,mari,マリ,マリ,Mari,mari,character,1708881088762,Green,
210104,2101,4,,Fei,fei,フェイ,フェイ,Fei,fei,character,1698958460838,Blue,
210105,2101,5,,Fei,fei,フェイ,フェイ,Fei,fei,character,1698958460801,Blue,
210107,2101,7,,Fei,fei,フェイ,フェイ,Fei,fei,character,1698958460762,Blue,
205005,2050,5,,Card Soldier,card soldier,トランプソルジャー,トランプソルジャー,Card Soldier,card soldier,character,1710904728007,Blue,
205004,2050,4,,Card Soldier,card soldier,トランプソルジャー,トランプソルジャー,Card Soldier,card soldier,character,1710904728000,Blue,
210806,2108,6,,Giorno,giorno,ジョーノ,ジョーノ,Giorno,giorno,character,1707721962712,Blue,
210805,2108,5,,Giorno,giorno,ジョーノ,ジョーノ,Giorno,giorno,character,1707721962701,Blue,
326806,3268,6,,Mari ver. Plugsuit,mari ver. plugsuit,マリ ver.プラグスーツ,マリ ver.プラグスーツ,Mari ver. Plugsuit,mari ver. plugsuit,character,1708881088898,Green,
238306,2383,6,,Crowlas,crowlas,クローラス,クローラス,Crowlas,crowlas,character,1710197782466,Blue,Yellow
270406,2704,6,,Blue Puyo Choco,blue puyo choco,あおぷよチョコ,あおぷよチョコ,Puyo Choco/Blue/★6,puyo choco/blue,character,1641034603460,Blue,
438307,4383,7,,Concoctive Witch,concoctive witch,ひやくのウィッチ,ひやくのウィッチ,Concoctive Witch,concoctive witch,character,1641035541593,Yellow,Blue
516304,5163,4,,Ginka,ginka,ギンカ,ギンカ,Ginka,ginka,character,1673650047867,Purple,
438306,4383,6,,Concoctive Witch,concoctive witch,ひやくのウィッチ,ひやくのウィッチ,Concoctive Witch,concoctive witch,character,1641035541590,Yellow,Blue
184422,184419L,6,,Genius Paprisu,genius paprisu,てんさいパプリス（紫）,てんさいパプリス(紫),Genius Paprisu/Purple/★6,genius paprisu/purple,character,1641035864292,Purple,
184457,184457L,4,,Mecha Green Umiushi,mecha green umiushi,メカグリーンうみうし,メカグリーンうみうし,Mecha Umiushi/Green/★4,mecha umiushi/green,character,1641035282005,Green,
204606,2046,6,,Celebration Arle,celebration arle,お祝いアルル,お祝いアルル,Celebration Arle,celebration arle,character,1641034607234,Blue,
215705,2157,5,,Cleata,cleata,クリータ,クリータ,Cleata,cleata,character,1641034611482,Blue,
215706,2157,6,,Cleata,cleata,クリータ,クリータ,Cleata,cleata,character,1641034611483,Blue,
220405,2204,5,,Coffee Shop Arle,coffee shop arle,喫茶店のアルル,喫茶店のアルル,Coffee Shop Arle,coffee shop arle,character,1641034611782,Blue,
220406,2204,6,,Coffee Shop Arle,coffee shop arle,喫茶店のアルル,喫茶店のアルル,Coffee Shop Arle,coffee shop arle,character,1641034611781,Blue,
236006,2360,6,,Cygnus Sunohime,cygnus sunohime,キグナススノヒメ,キグナススノヒメ,Cygnus Sunohime,cygnus sunohime,character,1673649447903,Blue,
312506,3125,6,,Needo,needo,ニード,ニード,Needo,needo,character,1673648251677,Green,Yellow
209707,2097,7,,Fritz,fritz,フリッツ,フリッツ,Fritz,fritz,character,1705652165993,Blue,
215504,2155,4,,Cizer,cizer,サイザ,サイザ,Cizer,cizer,character,1704151708909,Blue,
236305,2363,5,5,Cosmorisu,cosmorisu,小宇宙リス,小宇宙リス,Cosmorisu/Blue/★5,cosmorisu/blue,character,1686271227936,Blue,
207805,2078,5,,Crowned Arle,crowned arle,王冠アルル,王冠アルル,Crowned Arle,crowned arle,character,1681298060665,Blue,
207406,2074,6,,Ciel ver. Holy Night,ciel ver. holy night,シエル ver.聖夜,シエル ver.聖夜,Ciel ver. Holy Night,ciel ver. holy night,character,1703060072976,Blue,
202606,2026,6,,Ciel,ciel,シエル,シエル,Ciel,ciel,character,1710185774940,Blue,
202603,2026,3,,Ciel,ciel,シエル,シエル,Ciel,ciel,character,1710185774925,Blue,
202607,2026,7,,Ciel,ciel,シエル,シエル,Ciel,ciel,character,1710185774937,Blue,
211206,2112,6,,Dabih,dabih,ダビー,ダビー,Dabih,dabih,character,1708975931041,Blue,Green
207003,2070,3,,Chiffon,chiffon,シフォン,シフォン,Chiffon,chiffon,character,1690913379870,Blue,
207007,2070,7,,Chiffon,chiffon,シフォン,シフォン,Chiffon,chiffon,character,1690913379873,Blue,
312405,3124,5,,Marlle,marlle,マールル,マールル,Marlle,marlle,character,1701403175135,Green,
208507,2085,7,,Chelsea,chelsea,チェルシー,チェルシー,Chelsea,chelsea,character,1705026866971,Blue,
215505,2155,5,,Cizer,cizer,サイザ,サイザ,Cizer,cizer,character,1704151708946,Blue,
210506,2105,6,,Collodé,collode,コローデ,コローデ,Collodé,collode,character,1710443876448,Blue,
302704,3027,4,,Maurice,maurice,モーリス,モーリス,Maurice,maurice,character,1710186975598,Green,
210504,2105,4,,Collodé,collode,コローデ,コローデ,Collodé,collode,character,1710443876470,Blue,
205804,2058,4,,Claude,claude,クロード,クロード,Claude,claude,character,1708806653070,Blue,
253405,2148,5,5,Drana's Cookie,drana's cookie,ドラーナのクッキー,ドラーナのクッキー,Christmas Drana/Materials/★5,christmas drana/materials,material,1709427257210,Blue,
214806,2148,6,,Christmas Drana,christmas drana,クリスマスドラーナ,クリスマスドラーナ,Christmas Drana,christmas drana,character,1709427257232,Blue,
309106,3091,6,,Matthew ver. Holy Night,matthew ver. holy night,マシュー ver.聖夜,マシュー ver.聖夜,Matthew ver. Holy Night,matthew ver. holy night,character,1703075683982,Green,
309107,3091,7,,Matthew ver. Holy Night,matthew ver. holy night,マシュー ver.聖夜,マシュー ver.聖夜,Matthew ver. Holy Night,matthew ver. holy night,character,1703075684033,Green,
200301,2003,1,1,Cyan Chulap,cyan chulap,シアンチューラップ,シアンチューラップ,Chulap/Blue/★1,chulap/blue,character,1706827140917,Blue,
505907,5059,7,,Gilbert,gilbert,ギルバート,ギルバート,Gilbert,gilbert,character,1701961850625,Purple,
307206,3072,6,,Matthew,matthew,マシュー,マシュー,Matthew,matthew,character,1709715315657,Green,
207405,2074,5,,Ciel ver. Holy Night,ciel ver. holy night,シエル ver.聖夜,シエル ver.聖夜,Ciel ver. Holy Night,ciel ver. holy night,character,1703060072961,Blue,
203506,2035,6,,Demiserf,demiserf,デーモンサーバント,デーモンサーバント,Demiserf,demiserf,character,1703073275538,Blue,
207407,2074,7,,Ciel ver. Holy Night,ciel ver. holy night,シエル ver.聖夜,シエル ver.聖夜,Ciel ver. Holy Night,ciel ver. holy night,character,1703060072970,Blue,
202605,2026,5,,Ciel,ciel,シエル,シエル,Ciel,ciel,character,1710185774922,Blue,
205806,2058,6,,Claude,claude,クロード,クロード,Claude,claude,character,1708806653054,Blue,
211207,2112,7,,Dabih,dabih,ダビー,ダビー,Dabih,dabih,character,1708975931040,Blue,Green
307204,3072,4,,Matthew,matthew,マシュー,マシュー,Matthew,matthew,character,1709715315634,Green,
302707,3027,7,,Maurice,maurice,モーリス,モーリス,Maurice,maurice,character,1710186975622,Green,Yellow
214407,2144,7,,Cusun,cusun,クスン,クスン,Cusun,cusun,character,1710443276107,Blue,
240506,2405,6,,Cure Aqua,cure aqua,キュアアクア,キュアアクア,Cure Aqua,cure aqua,character,1678505693108,Blue,
336606,3366,6,,Nurikabe,nurikabe,ぬりかべ,ぬりかべ,Nurikabe,nurikabe,character,1679868711559,Green,
212807,2128,7,,Erin,erin,エイリン,エイリン,Erin,erin,character,1659392856560,Blue,
425805,4258,5,,Determined Lux,determined lux,決意のルクス,決意のルクス,Determined Lux,determined lux,character,1641035546129,Yellow,
312806,3128,6,,Mel,mel,メル,メル,Mel,mel,character,1659392856587,Green,
314204,3142,4,,Mezello,mezello,メジェロ,メジェロ,Mezello,mezello,character,1641035283612,Green,
315706,3157,6,,Mogg,mogg,モッグ,モッグ,Mogg,mogg,character,1641035286207,Green,
312204,3122,4,,Neva,neva,ネヴァ,ネヴァ,Neva,neva,character,1641035290691,Green,
312804,3128,4,,Mel,mel,メル,メル,Mel,mel,character,1659392856577,Green,
218305,2183,5,5,Dekabot,dekabot,デカボ,デカボ,Dekabot/Blue/★5,dekabot/blue,character,1666695265998,Blue,
223905,2239,5,,Culprit,culprit,犯人,犯人,Culprit/Blue/★5,culprit/blue,character,1641034613934,Blue,
226506,2265,6,,Ecstatic Sig,ecstatic sig,むチューなシグ,むチューなシグ,Ecstatic Sig,ecstatic sig,character,1641035549360,Blue,Yellow
236007,2360,7,,Cygnus Sunohime,cygnus sunohime,キグナススノヒメ,キグナススノヒメ,Cygnus Sunohime,cygnus sunohime,character,1673649447908,Blue,
304506,3045,6,,Midsummer Draco,midsummer draco,真夏のドラコ,真夏のドラコ,Midsummer Draco,midsummer draco,character,1657808229338,Green,
315404,3154,4,,Natalie,natalie,ナタリー,ナタリー,Natalie,natalie,character,1673648848653,Green,
322206,3222,6,,Nasos ver. Amy,nasos ver. amy,ナソス ver.エミー,ナソス ver.エミー,Nasos ver. Amy,nasos ver. amy,character,1641035289097,Green,
327806,3278,6,,Morgana,morgana,モルガナ,モルガナ,Morgana,morgana,character,1641035287183,Green,
333405,3334,5,,Morolian,morolian,モロ星人,モロ星人,Morolian/Green/★5,morolian/green,character,1641035287489,Green,
439707,4397,7,,Eternal Sailor Moon,eternal sailor moon,エターナルセーラームーン,エターナルセーラームーン,Eternal Sailor Moon,eternal sailor moon,character,1659632260487,Yellow,Blue
302706,3027,6,,Maurice,maurice,モーリス,モーリス,Maurice,maurice,character,1710186975608,Green,Yellow
408906,4089,6,,Emilia,emilia,エミリア,エミリア,Emilia,emilia,character,1681618493303,Yellow,Blue
217205,2172,5,,Eriaski,eriaski,エリアスキー,エリアスキー,Eriaski,eriaski,character,1698033146205,Blue,
200304,2003,4,4,Cyan Chulap,cyan chulap,シアンチューラップ,シアンチューラップ,Chulap/Blue/★4,chulap/blue,character,1706827140894,Blue,
214404,2144,4,,Cusun,cusun,クスン,クスン,Cusun,cusun,character,1710443276088,Blue,
302305,3023,5,,Nohoho,nohoho,のほほ,のほほ,Nohoho,nohoho,character,1686318039401,Green,
302306,3023,6,,Nohoho,nohoho,のほほ,のほほ,Nohoho,nohoho,character,1686318039417,Green,
309407,3094,7,,Odette,odette,オデット,オデット,Odette,odette,character,1702586011593,Green,
441406,4414,6,,Emilia & Puck,emilia & puck,エミリア＆パック,エミリア&パック,Emilia & Puck,emilia & puck,character,1694818585330,Yellow,Blue
209304,2093,4,,Enishi,enishi,エニシ,エニシ,Enishi,enishi,character,1704077286068,Blue,
203507,2035,7,,Demiserf,demiserf,デーモンサーバント,デーモンサーバント,Demiserf,demiserf,character,1703073275546,Blue,
551605,5059,5,5,Purple Treasure Map,purple treasure map,紫の宝の地図,紫の宝の地図,Gilbert/Materials/★5,gilbert/materials,material,1701961850528,Purple,
109307,1093,7,,Miyabi,miyabi,ミヤビ,ミヤビ,Miyabi,miyabi,character,1694817984686,Red,Green
308004,3080,4,,Melone,melone,メローヌ,メローヌ,Melone,melone,character,1697503878283,Green,
211306,2113,6,,Elnath,elnath,エルナト,エルナト,Elnath,elnath,character,1707071970640,Blue,Purple
222706,2227,6,6-1,Disguised Claude,disguised claude,変装のクロード,変装のクロード,Disguised Claude/★6-1,disguised claude,character,1708806052803,Blue,
307107,3071,7,,Nari,nari,ナリ,ナリ,Nari,nari,character,1710446284809,Green,
317106,3171,6,,Nature Braver Inoha,nature braver inoha,大自然を巡るイノハ,大自然を巡るイノハ,Nature Braver Inoha,nature braver inoha,character,1702130512608,Green,
325204,3252,4,,Mikudayo,mikudayo,ミクダヨー,ミクダヨー,Mikudayo,mikudayo,character,1708876879503,Green,
203504,2035,4,,Demiserf,demiserf,デーモンサーバント,デーモンサーバント,Demiserf,demiserf,character,1703073275479,Blue,
308306,3083,6,,Nasos,nasos,ナソス,ナソス,Nasos,nasos,character,1702646019275,Green,
222704,2227,4,4,Shadowed Uto,shadowed uto,影のあるウト,影のあるウト,Disguised Claude/★4,disguised claude,character,1708806052827,Blue,
211307,2113,7,,Elnath,elnath,エルナト,エルナト,Elnath,elnath,character,1707071970648,Blue,Purple
307105,3071,5,,Nari,nari,ナリ,ナリ,Nari,nari,character,1710446284794,Green,
325207,3252,7,,Mikudayo,mikudayo,ミクダヨー,ミクダヨー,Mikudayo,mikudayo,character,1708876879573,Green,
204106,2041,6,,Crowned Sig,crowned sig,王冠シグ,王冠シグ,Crowned Sig,crowned sig,character,1709009537763,Blue,
306007,3060,7,,Mongo,mongo,モンゴ,モンゴ,Mongo,mongo,character,1710440875280,Green,
303204,3032,4,,Mischa,mischa,ミーシャ,ミーシャ,Mischa,mischa,character,1710431872865,Green,
305305,3053,5,,Montblana,montblana,モンブラーナ,モンブラーナ,Montblana,montblana,character,1710191779148,Green,
351306,3032,6,6,Green Crystal Ball,green crystal ball,緑の水晶玉,緑の水晶玉,Mischa/Materials/★6,mischa/materials,material,1710431872802,Green,
306004,3060,4,,Mongo,mongo,モンゴ,モンゴ,Mongo,mongo,character,1710440875281,Green,
212804,2128,4,,Erin,erin,エイリン,エイリン,Erin,erin,character,1659392856576,Blue,
230707,2307,7,,Feli ver. Arale-chan,feli ver. arale-chan,フェーリ ver.アラレちゃん,フェーリ ver.アラレちゃん,Feli ver. Arale-chan,feli ver. arale-chan,character,1641034625504,Blue,
426906,4269,6,,EVA Unit-00,eva unit-00,エヴァ零号機,エヴァ零号機,EVA Unit-00,eva unit-00,character,1641035554294,Yellow,Blue
213904,2139,4,,Finlay,finlay,フィンレイ,フィンレイ,Finlay,finlay,character,1673650047513,Blue,
212806,2128,6,,Erin,erin,エイリン,エイリン,Erin,erin,character,1659392856563,Blue,
223605,2236,5,,Fishmonger Seiryu,fishmonger seiryu,魚売りのセイリュウ,魚売りのセイリュウ,Fishmonger Seiryu,fishmonger seiryu,character,1659478657890,Blue,
214206,2142,6,,Etupilyre,etupilyre,エトピラ,エトピラ,Etupilyre,etupilyre,character,1641034624227,Blue,
239906,2399,6,,Super Sailor Uranus,super sailor uranus,スーパーセーラーウラヌス,スーパーセーラーウラヌス,Eternal Sailor Uranus/★6,eternal sailor uranus,character,1641034623898,Blue,
184421,184419L,5,,Genius Paprisu,genius paprisu,てんさいパプリス（紫）,てんさいパプリス(紫),Genius Paprisu/Purple/★5,genius paprisu/purple,character,1641035864303,Purple,
224406,2244,6,,Diligent Sig,diligent sig,勉強家のシグ,勉強家のシグ,Diligent Sig,diligent sig,character,1641034617502,Blue,
229007,2290,7,,Gugugugu Arle,gugugugu arle,ぐぐぐぐアルル,ぐぐぐぐアルル,Gugugugu Arle,gugugugu arle,character,1673648252555,Blue,Yellow
231006,2310,6,,Dr. Mashirito,dr. mashirito,Dr.マシリト,dr.マシリト,Dr. Mashirito,dr. mashirito,character,1641034618460,Blue,
231406,2314,6,,Dragondance Yingzhou,dragondance yingzhou,龍人の演舞エイシュウ,龍人の演舞エイシュウ,Dragondance Yingzhou,dragondance yingzhou,character,1641034618779,Blue,
231407,2314,7,,Dragondance Yingzhou,dragondance yingzhou,龍人の演舞エイシュウ,龍人の演舞エイシュウ,Dragondance Yingzhou,dragondance yingzhou,character,1641034618781,Blue,
236906,2369,6,6,Ecolo ver. Enma Daio,ecolo ver. enma daio,エコロ ver.閻魔大王,エコロ ver.閻魔大王,Ecolo ver. Enma Daio/Blue/★6,ecolo ver. enma daio/blue,character,1659476857845,Blue,
239806,2398,6,6,Super Sailor Mercury,super sailor mercury,スーパーセーラーマーキュリー,スーパーセーラーマーキュリー,Eternal Sailor Mercury/★6,eternal sailor mercury,character,1673650048399,Blue,
241506,2415,6,,Ferris,ferris,フェリス,フェリス,Ferris,ferris,character,1656515033247,Blue,
439706,4397,6,6,Super Sailor Moon,super sailor moon,スーパーセーラームーン,スーパーセーラームーン,Eternal Sailor Moon/★6,eternal sailor moon,character,1659632260554,Yellow,Blue
536607,5366,7,,Gegege no Kitaro,gegege no kitaro,ゲゲゲの鬼太郎,ゲゲゲの鬼太郎,Gegege no Kitaro,gegege no kitaro,character,1673649448131,Purple,Blue
252506,2112,6,6-1,Medal of the Goat,medal of the goat,やぎのメダル,やぎのメダル,Dabih/Materials/★6-1,dabih/materials,material,1708975931049,Blue,
210204,2102,4,,Gustav,gustav,グスタフ,グスタフ,Gustav,gustav,character,1707948228831,Blue,
408905,4089,5,,Emilia,emilia,エミリア,エミリア,Emilia,emilia,character,1681618493285,Yellow,
408907,4089,7,,Emilia,emilia,エミリア,エミリア,Emilia,emilia,character,1681618493305,Yellow,Blue
210206,2102,6,,Gustav,gustav,グスタフ,グスタフ,Gustav,gustav,character,1707948228840,Blue,
205103,2051,3,,Drana,drana,ドラーナ,ドラーナ,Drana,drana,character,1710437274392,Blue,
553216,2227,6,6-2,Silk Hat (Purple),silk hat (purple),シルクハット（紫）,シルクハット(紫),Disguised Claude/Materials/★6-2,disguised claude/materials,material,1708806052854,Purple,
205105,2051,5,,Drana,drana,ドラーナ,ドラーナ,Drana,drana,character,1710437274368,Blue,
302705,3027,5,,Maurice,maurice,モーリス,モーリス,Maurice,maurice,character,1710186975553,Green,
251705,2044,5,5,Exotic Garland,exotic garland,南国の花かざり,南国の花かざり,Eversummer Serilly/Materials/★5,eversummer serilly/materials,material,1686574271397,Blue,
229205,2292,5,,Ecolomi,ecolomi,エコロミ,エコロミ,Ecolomi,ecolomi,character,1688303021435,Blue,
209307,2093,7,,Enishi,enishi,エニシ,エニシ,Enishi,enishi,character,1704077286063,Blue,Yellow
441407,4414,7,,Emilia & Puck,emilia & puck,エミリア＆パック,エミリア&パック,Emilia & Puck,emilia & puck,character,1694818585323,Yellow,Blue
209306,2093,6,,Enishi,enishi,エニシ,エニシ,Enishi,enishi,character,1704077286040,Blue,Yellow
209305,2093,5,,Enishi,enishi,エニシ,エニシ,Enishi,enishi,character,1704077286076,Blue,
205107,2051,7,,Drana,drana,ドラーナ,ドラーナ,Drana,drana,character,1710437274353,Blue,
210106,2101,6,,Fei,fei,フェイ,フェイ,Fei,fei,character,1698958460843,Blue,
209706,2097,6,,Fritz,fritz,フリッツ,フリッツ,Fritz,fritz,character,1705652166028,Blue,
505904,5059,4,,Gilbert,gilbert,ギルバート,ギルバート,Gilbert,gilbert,character,1701961850425,Purple,
211305,2113,5,,Elnath,elnath,エルナト,エルナト,Elnath,elnath,character,1707071970583,Blue,
209704,2097,4,,Fritz,fritz,フリッツ,フリッツ,Fritz,fritz,character,1705652165994,Blue,
505905,5059,5,,Gilbert,gilbert,ギルバート,ギルバート,Gilbert,gilbert,character,1701961850507,Purple,
253016,2113,6,6-2,Seal of the Bull,seal of the bull,おうしの刻印,おうしの刻印,Elnath/Materials/★6-2,elnath/materials,material,1707071970635,Blue,
205104,2051,4,,Drana,drana,ドラーナ,ドラーナ,Drana,drana,character,1710437274338,Blue,
205106,2051,6,,Drana,drana,ドラーナ,ドラーナ,Drana,drana,character,1710437274324,Blue,
223606,2236,6,,Fishmonger Seiryu,fishmonger seiryu,魚売りのセイリュウ,魚売りのセイリュウ,Fishmonger Seiryu,fishmonger seiryu,character,1659478657908,Blue,
184408,184407L,4,,Genius Paprisu,genius paprisu,てんさいパプリス（青）,てんさいパプリス(青),Genius Paprisu/Blue/★4,genius paprisu/blue,character,1641034629309,Blue,
214005,2140,5,,Giorno ver. Courage Test,giorno ver. courage test,ジョーノ ver.きもだめし,ジョーノ ver.きもだめし,Giorno ver. Courage Test,giorno ver. courage test,character,1673648847737,Blue,
214204,2142,4,,Etupilyre,etupilyre,エトピラ,エトピラ,Etupilyre,etupilyre,character,1641034624222,Blue,
213907,2139,7,,Finlay,finlay,フィンレイ,フィンレイ,Finlay,finlay,character,1673650047514,Blue,
211006,2110,6,,Karen,karen,カレン,カレン,Karen,karen,character,1641034641549,Blue,
211007,2110,7,,Karen,karen,カレン,カレン,Karen,karen,character,1641034641561,Blue,
213004,2130,4,,Jasch,jasch,ヤッシュ,ヤッシュ,Jasch,jasch,character,1655946821344,Blue,
213906,2139,6,,Finlay,finlay,フィンレイ,フィンレイ,Finlay,finlay,character,1673650047526,Blue,
214205,2142,5,,Etupilyre,etupilyre,エトピラ,エトピラ,Etupilyre,etupilyre,character,1641034624231,Blue,
214505,2145,5,,Hamish,hamish,ハミッシュ,ハミッシュ,Hamish,hamish,character,1673568446514,Blue,
225305,2253,5,,Hachune Miku,hachune miku,はちゅねミク,はちゅねミク,Hachune Miku/Blue/★5,hachune miku/blue,character,1641034633826,Blue,
239907,2399,7,,Eternal Sailor Uranus,eternal sailor uranus,エターナルセーラーウラヌス,エターナルセーラーウラヌス,Eternal Sailor Uranus,eternal sailor uranus,character,1641034623903,Blue,
312805,3128,5,,Mel,mel,メル,メル,Mel,mel,character,1659392856584,Green,
234606,2346,6,,Korai Hoshiumi,korai hoshiumi,星海光来,星海光来,Korai Hoshiumi,korai hoshiumi,character,1659476257805,Blue,
209805,2098,5,,Io,io,イオ,イオ,Io,io,character,1683965902710,Blue,
239107,2391,7,,Isao Kondo,isao kondo,近藤勲,近藤勲,Isao Kondo,isao kondo,character,1684815625831,Blue,
251704,2044,4,4,Exotic Juice,exotic juice,南国のジュース,南国のジュース,Eversummer Serilly/Materials/★4,eversummer serilly/materials,material,1686574271405,Blue,
210807,2108,7,,Giorno,giorno,ジョーノ,ジョーノ,Giorno,giorno,character,1707721962700,Blue,
270705,2707,5,5,Golden Paprisu,golden paprisu,きんぴかパプリス,きんぴかパプリス,Golden Paprisu/Blue/★5,golden paprisu/blue,character,1686227415568,Blue,
221106,2211,6,,Kitty Sig,kitty sig,にゃんこのシグ,にゃんこのシグ,Kitty Sig,kitty sig,character,1708744238252,Blue,Purple
206204,2062,4,,Ibilin,ibilin,イビリン,イビリン,Ibilin,ibilin,character,1686318642373,Blue,
206903,2069,3,,Hakushark,hakushark,ハクシャーク,ハクシャーク,Hakushark,hakushark,character,1710445677710,Blue,
205506,2055,6,,Grace,grace,グレイス,グレイス,Grace,grace,character,1704547209676,Blue,
202907,2029,7,,Jaan,jaan,ジャァーン,ジャァーン,Jaan,jaan,character,1708744238237,Blue,
251006,2063,6,6,Blue Sacred Statue,blue sacred statue,青い聖なる石像,青い聖なる石像,Horua/Materials/★6,horua/materials,material,1710986937565,Blue,
212103,2121,3,,Grey Nyandragon,grey nyandragon,ぐれにゃんどら,ぐれにゃんどら,Grey Nyandragon,grey nyandragon,character,1686574271592,Blue,
212104,2121,4,,Grey Nyandragon,grey nyandragon,ぐれにゃんどら,ぐれにゃんどら,Grey Nyandragon,grey nyandragon,character,1686574271595,Blue,
239206,2392,6,,Gintoki Sakata ver. Schezo,gintoki sakata ver. schezo,坂田銀時 ver.シェゾ,坂田銀時 ver.シェゾ,Gintoki Sakata ver. Schezo,gintoki sakata ver. schezo,character,1686691286642,Blue,
